player_id,name,stats_url,year,overall_winrate,citizen_winrate,sheriff_winrate,mafia_winrate,don_winrate,total_games,citizen_games,sheriff_games,mafia_games,don_games,extra_points_avg_10_games,extra_points_mafia_avg,extra_points_don_avg,extra_points_citizen_avg,extra_points_sheriff_avg,overall_rank,citizen_rank,sheriff_rank,mafia_rank,don_rank,overall_score,player_category,region
1115,РФ,https://gomafia.pro/stats/1115,2023,54,43,53,77,73,466,279,49,90,48,1.65,0.25,0.25,0.12,0.18,2.0,174.0,3.0,2.0,10.0,19.889280428198106,Expert,central
1115,РФ,https://gomafia.pro/stats/1115,2024,56,48,43,74,80,589,361,47,110,71,1.69,0.23,0.29,0.13,0.16,1.0,72.0,95.0,4.0,2.0,20.25001565370488,Expert,central
159,Градиент,https://gomafia.pro/stats/159,2023,54,47,33,77,79,522,304,70,91,57,1.64,0.25,0.27,0.13,0.12,5.0,61.0,152.0,1.0,2.0,19.45648732213943,Expert,central
159,Градиент,https://gomafia.pro/stats/159,2024,54,47,51,69,70,452,268,53,88,43,1.78,0.25,0.27,0.14,0.16,3.0,104.0,21.0,15.0,23.0,19.183119241346468,Expert,central
993,Арривидерчи,https://gomafia.pro/stats/993,2023,54,45,36,74,80,419,249,44,82,44,1.39,0.22,0.25,0.1,0.08,6.0,117.0,141.0,7.0,3.0,18.89434127606659,Expert,central
993,Арривидерчи,https://gomafia.pro/stats/993,2024,52,49,33,72,55,238,141,30,47,20,1.34,0.22,0.15,0.11,0.09,101.0,84.0,282.0,26.0,250.0,15.975407645242681,Expert,central
266,BWDMoscow,https://gomafia.pro/stats/266,2023,57,48,39,75,81,434,240,49,97,48,1.56,0.24,0.26,0.11,0.09,3.0,49.0,100.0,4.0,1.0,19.72276339071628,Expert,central
266,BWDMoscow,https://gomafia.pro/stats/266,2024,49,43,65,63,58,334,222,23,63,26,1.46,0.2,0.16,0.13,0.19,36.0,264.0,6.0,89.0,180.0,17.314018657997455,Expert,central
1544,Кэтти,https://gomafia.pro/stats/1544,2023,54,49,38,65,64,299,163,26,77,33,1.22,0.17,0.17,0.09,0.1,36.0,45.0,157.0,47.0,48.0,16.98791270518065,Expert,central
1544,Кэтти,https://gomafia.pro/stats/1544,2024,55,51,48,67,60,426,248,44,92,42,1.29,0.18,0.16,0.11,0.08,14.0,33.0,51.0,25.0,100.0,18.295125184446874,Expert,central
1041,Loki,https://gomafia.pro/stats/1041,2023,55,46,50,76,69,469,278,42,104,45,1.39,0.21,0.21,0.1,0.12,4.0,81.0,15.0,3.0,21.0,19.47499320081597,Expert,central
1041,Loki,https://gomafia.pro/stats/1041,2024,49,42,44,61,68,496,289,59,101,47,1.27,0.18,0.23,0.1,0.09,26.0,319.0,71.0,77.0,26.0,17.612624477707683,Expert,central
279,007,https://gomafia.pro/stats/279,2023,52,46,47,71,61,559,344,64,94,57,1.09,0.17,0.17,0.09,0.09,9.0,79.0,16.0,9.0,42.0,18.58314866900068,Expert,central
279,007,https://gomafia.pro/stats/279,2024,51,47,37,64,72,569,345,63,114,47,1.23,0.18,0.19,0.1,0.1,16.0,99.0,155.0,41.0,10.0,18.110783655133176,Expert,central
789,Растишка,https://gomafia.pro/stats/789,2023,51,45,41,69,65,578,350,64,116,48,1.28,0.2,0.17,0.1,0.09,11.0,104.0,62.0,18.0,29.0,18.164743802450452,Expert,central
789,Растишка,https://gomafia.pro/stats/789,2024,49,45,36,67,57,642,383,72,129,58,1.28,0.2,0.16,0.11,0.09,38.0,169.0,165.0,17.0,103.0,17.22128340952515,Expert,central
333,Тихий Закат,https://gomafia.pro/stats/333,2023,52,44,41,73,71,500,295,56,98,51,1.29,0.19,0.19,0.11,0.09,7.0,141.0,71.0,6.0,15.0,18.75494176776511,Expert,central
333,Тихий Закат,https://gomafia.pro/stats/333,2024,48,40,36,58,76,243,140,25,45,33,1.17,0.15,0.22,0.09,0.09,91.0,523.0,249.0,258.0,11.0,16.08042476426086,Expert,central
754,Феномен,https://gomafia.pro/stats/754,2023,49,40,49,74,62,383,245,39,70,29,1.37,0.24,0.22,0.1,0.1,17.0,320.0,33.0,8.0,72.0,17.66031438202487,Expert,central
754,Феномен,https://gomafia.pro/stats/754,2024,46,40,33,59,62,240,137,21,56,26,1.3,0.18,0.17,0.11,0.1,200.0,519.0,296.0,189.0,134.0,14.88625362689596,Expert,central
999,Unicef,https://gomafia.pro/stats/999,2023,51,42,43,64,73,429,234,47,103,45,1.3,0.18,0.22,0.09,0.12,13.0,227.0,59.0,43.0,14.0,17.997627197021604,Expert,central
999,Unicef,https://gomafia.pro/stats/999,2024,52,45,38,65,80,549,331,56,103,59,1.43,0.2,0.26,0.11,0.11,7.0,173.0,145.0,35.0,3.0,18.795511875428552,Expert,central
173,Смайлик,https://gomafia.pro/stats/173,2023,48,41,41,59,75,416,249,41,82,44,0.94,0.15,0.18,0.07,0.08,31.0,281.0,89.0,108.0,9.0,17.332455708629407,Expert,central
173,Смайлик,https://gomafia.pro/stats/173,2024,44,38,24,61,64,436,272,37,85,42,0.97,0.18,0.17,0.07,0.05,167.0,615.0,365.0,91.0,62.0,15.223487576655035,Expert,central
258,Флай,https://gomafia.pro/stats/258,2023,51,49,34,61,55,433,255,35,99,44,1.03,0.14,0.12,0.08,0.13,56.0,34.0,169.0,72.0,102.0,16.272170974004755,Expert,central
258,Флай,https://gomafia.pro/stats/258,2024,45,39,46,57,56,569,345,46,112,66,1.11,0.15,0.14,0.09,0.12,76.0,514.0,66.0,148.0,105.0,16.409381743111183,Expert,central
1112,Казанская,https://gomafia.pro/stats/1112,2023,52,46,45,68,58,335,193,33,71,38,1.11,0.19,0.17,0.08,0.07,33.0,96.0,64.0,29.0,80.0,17.219342418560544,Expert,central
1112,Казанская,https://gomafia.pro/stats/1112,2024,51,48,13,83,25,72,42,8,18,4,0.86,0.22,0.03,0.04,0.05,738.0,360.0,439.0,58.0,439.0,11.730281737305543,Expert,central
1636,h0wk,https://gomafia.pro/stats/1636,2023,48,44,41,51,68,376,216,37,83,40,1.14,0.15,0.19,0.09,0.06,53.0,153.0,98.0,261.0,24.0,16.33700881470254,Expert,central
1636,h0wk,https://gomafia.pro/stats/1636,2024,47,40,36,69,58,237,149,22,54,12,1.26,0.2,0.16,0.1,0.08,196.0,509.0,265.0,39.0,301.0,14.902543203753513,Expert,central
721,Insight,https://gomafia.pro/stats/721,2023,49,43,28,70,67,261,159,25,53,24,1.29,0.22,0.23,0.09,0.08,71.0,212.0,245.0,35.0,55.0,15.939710254880751,Expert,central
721,Insight,https://gomafia.pro/stats/721,2024,48,46,17,57,72,219,136,18,47,18,1.36,0.18,0.24,0.11,0.08,254.0,186.0,416.0,281.0,93.0,14.411927814952879,Expert,central
1409,EZY BLACK,https://gomafia.pro/stats/1409,2023,47,40,36,59,69,365,216,33,74,42,0.98,0.12,0.19,0.08,0.06,54.0,335.0,165.0,121.0,22.0,16.288133320098893,Expert,central
1409,EZY BLACK,https://gomafia.pro/stats/1409,2024,50,44,39,63,73,627,360,77,126,64,1.24,0.18,0.17,0.11,0.08,13.0,213.0,120.0,48.0,8.0,18.309039334148547,Expert,central
17,Крёстный Отец,https://gomafia.pro/stats/17,2023,52,50,29,60,65,198,123,17,35,23,1.24,0.19,0.24,0.09,0.09,110.0,43.0,254.0,200.0,74.0,15.2422197653678,Expert,central
17,Крёстный Отец,https://gomafia.pro/stats/17,2024,52,44,32,76,70,439,267,41,84,47,1.49,0.27,0.26,0.11,0.06,17.0,221.0,273.0,1.0,18.0,18.02218940175827,Expert,central
889,rdrk,https://gomafia.pro/stats/889,2023,49,42,35,67,67,226,134,23,48,21,1.23,0.17,0.21,0.09,0.12,76.0,275.0,201.0,60.0,63.0,15.816085352227336,Expert,central
889,rdrk,https://gomafia.pro/stats/889,2024,43,40,35,51,50,290,165,34,51,40,1.14,0.15,0.17,0.09,0.11,306.0,497.0,237.0,434.0,224.0,14.076827995781425,Expert,central
2106,NobodyDie,https://gomafia.pro/stats/2106,2023,46,37,40,61,62,243,136,20,61,26,1.01,0.15,0.1,0.08,0.08,112.0,555.0,163.0,106.0,84.0,15.198890187442979,Expert,central
2106,NobodyDie,https://gomafia.pro/stats/2106,2024,53,44,57,71,70,89,55,7,17,10,1.18,0.16,0.22,0.1,0.04,238.0,471.0,439.0,244.0,229.0,14.574562410064654,Expert,central
264,ДаФомин,https://gomafia.pro/stats/264,2023,49,46,32,61,57,229,134,22,59,14,1.01,0.14,0.11,0.09,0.07,144.0,119.0,232.0,109.0,198.0,14.663264278399234,Expert,central
264,ДаФомин,https://gomafia.pro/stats/264,2024,50,47,42,57,58,545,318,50,113,64,1.12,0.15,0.13,0.1,0.09,52.0,102.0,102.0,147.0,81.0,16.966333072401667,Expert,central
67,Стоников,https://gomafia.pro/stats/67,2023,45,38,39,64,51,359,205,44,75,35,1.14,0.18,0.14,0.1,0.07,92.0,459.0,108.0,54.0,149.0,15.470129916520875,Expert,central
67,Стоников,https://gomafia.pro/stats/67,2024,52,43,56,73,67,333,205,36,62,30,1.4,0.23,0.2,0.11,0.12,10.0,276.0,14.0,11.0,65.0,18.53191931336041,Expert,central
1114,Цыпа,https://gomafia.pro/stats/1114,2023,48,48,23,54,72,189,110,26,35,18,0.98,0.14,0.16,0.09,0.04,160.0,78.0,272.0,315.0,57.0,14.548600681799787,Expert,central
1114,Цыпа,https://gomafia.pro/stats/1114,2024,50,47,40,65,52,282,172,30,49,31,1.21,0.18,0.14,0.1,0.14,103.0,133.0,170.0,88.0,225.0,15.94000806646148,Expert,central
1435,MSR,https://gomafia.pro/stats/1435,2023,46,36,24,78,70,293,187,25,54,27,1.04,0.21,0.19,0.07,0.05,68.0,582.0,270.0,5.0,35.0,16.01740902998869,Expert,central
1435,MSR,https://gomafia.pro/stats/1435,2024,46,42,20,62,65,268,170,25,47,26,1.13,0.16,0.22,0.09,0.06,229.0,365.0,403.0,153.0,101.0,14.643255272954171,Expert,central
951,Ирония,https://gomafia.pro/stats/951,2023,44,38,40,55,65,223,141,15,44,23,0.76,0.14,0.14,0.05,0.08,153.0,499.0,181.0,259.0,76.0,14.580889218121902,Expert,central
951,Ирония,https://gomafia.pro/stats/951,2024,44,39,43,57,53,145,93,7,30,15,0.88,0.16,0.13,0.06,0.07,462.0,668.0,439.0,385.0,313.0,13.084709078502847,Expert,central
1543,Klimka,https://gomafia.pro/stats/1543,2023,51,48,40,50,85,131,79,15,24,13,0.98,0.13,0.15,0.09,0.05,126.0,114.0,183.0,459.0,41.0,14.977961387648968,Expert,central
1543,Klimka,https://gomafia.pro/stats/1543,2024,50,42,54,71,31,129,69,13,34,13,0.87,0.17,0.02,0.06,0.06,314.0,548.0,135.0,64.0,428.0,14.001311451118571,Expert,central
1237,_Moon_,https://gomafia.pro/stats/1237,2023,46,38,43,60,67,169,94,21,42,12,0.79,0.11,0.13,0.06,0.06,146.0,547.0,123.0,167.0,145.0,14.645344442479258,Expert,central
1237,_Moon_,https://gomafia.pro/stats/1237,2024,33,29,0,67,50,15,7,3,3,2,0.67,0.13,0.15,0.04,0.0,2113.0,1548.0,439.0,856.0,439.0,7.103847196772708,Intermediate,central
1250,Sonya Blade,https://gomafia.pro/stats/1250,2023,47,41,42,61,54,225,131,19,49,26,1.0,0.16,0.15,0.07,0.08,124.0,321.0,147.0,128.0,148.0,14.984007737326207,Expert,central
1250,Sonya Blade,https://gomafia.pro/stats/1250,2024,56,52,56,74,50,117,81,9,19,8,1.21,0.22,0.14,0.1,0.08,209.0,60.0,439.0,145.0,439.0,14.801978518639668,Expert,central
330,Зажигалочка,https://gomafia.pro/stats/330,2023,52,42,58,71,43,116,66,12,31,7,1.15,0.18,0.14,0.08,0.11,188.0,403.0,69.0,69.0,321.0,14.28197074019312,Expert,central
330,Зажигалочка,https://gomafia.pro/stats/330,2024,53,35,29,94,100,76,46,7,17,6,1.3,0.26,0.23,0.08,0.06,239.0,1065.0,439.0,12.0,439.0,14.516117871241116,Expert,central
1776,Грозный,https://gomafia.pro/stats/1776,2023,56,50,58,56,78,135,78,12,27,18,1.06,0.11,0.21,0.09,0.04,50.0,68.0,74.0,320.0,34.0,16.38498957608207,Expert,central
1776,Грозный,https://gomafia.pro/stats/1776,2024,46,36,31,69,67,241,146,16,49,30,1.16,0.17,0.17,0.09,0.1,148.0,787.0,338.0,47.0,66.0,15.433479053863815,Expert,central
227,Freedom,https://gomafia.pro/stats/227,2023,42,40,22,70,46,212,149,23,27,13,1.02,0.19,0.15,0.09,0.07,322.0,366.0,281.0,94.0,265.0,13.06958006783033,Expert,central
227,Freedom,https://gomafia.pro/stats/227,2024,45,37,67,45,64,130,73,12,31,14,1.18,0.12,0.18,0.09,0.19,298.0,848.0,42.0,654.0,207.0,14.132598753618725,Expert,central
1551,arye,https://gomafia.pro/stats/1551,2023,56,48,67,56,100,57,33,3,16,5,1.32,0.18,0.18,0.1,0.17,293.0,313.0,312.0,437.0,321.0,13.326557837501806,Expert,central
1551,arye,https://gomafia.pro/stats/1551,2024,52,37,40,89,60,111,63,10,28,10,1.59,0.27,0.18,0.12,0.08,190.0,877.0,308.0,2.0,318.0,14.957567176954248,Expert,central
2463,Джесс,https://gomafia.pro/stats/2463,2023,58,43,60,90,90,100,65,5,20,10,1.3,0.22,0.23,0.09,0.14,48.0,345.0,312.0,17.0,47.0,16.521542364651612,Expert,central
2463,Джесс,https://gomafia.pro/stats/2463,2024,47,37,47,70,67,439,271,43,86,39,1.01,0.18,0.2,0.06,0.08,23.0,681.0,62.0,13.0,40.0,17.67613462774871,Expert,central
620,Шум,https://gomafia.pro/stats/620,2023,50,46,23,71,60,157,101,13,28,15,1.2,0.23,0.17,0.09,0.05,180.0,142.0,286.0,82.0,167.0,14.33806055397096,Expert,central
620,Шум,https://gomafia.pro/stats/620,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
2022,Мол4ун,https://gomafia.pro/stats/2022,2023,52,40,33,80,77,131,73,15,30,13,1.11,0.23,0.19,0.06,0.06,86.0,494.0,236.0,22.0,68.0,15.67862715743114,Expert,central
2022,Мол4ун,https://gomafia.pro/stats/2022,2024,48,34,38,79,70,75,38,13,14,10,1.09,0.21,0.2,0.06,0.06,383.0,1154.0,288.0,182.0,231.0,13.57454979641006,Expert,central
2494,Статистика,https://gomafia.pro/stats/2494,2023,50,46,44,67,52,254,166,18,39,31,0.69,0.11,0.13,0.05,0.08,79.0,108.0,136.0,84.0,151.0,15.758088525184556,Expert,central
2494,Статистика,https://gomafia.pro/stats/2494,2024,43,37,27,57,61,329,204,26,63,36,0.84,0.16,0.13,0.06,0.06,245.0,706.0,350.0,218.0,104.0,14.458344749707555,Expert,central
1123,Tssss,https://gomafia.pro/stats/1123,2023,52,55,36,52,55,138,82,14,31,11,1.18,0.13,0.08,0.12,0.09,221.0,15.0,223.0,370.0,237.0,13.95187763849831,Expert,central
1123,Tssss,https://gomafia.pro/stats/1123,2024,60,56,50,75,0,15,9,2,4,0,0.53,0.13,0.0,0.0,0.15,1457.0,1548.0,439.0,856.0,439.0,9.045889527510509,Advanced,central
1125,Игрок 9,https://gomafia.pro/stats/1125,2023,50,40,45,71,82,121,75,11,24,11,1.14,0.18,0.23,0.08,0.05,101.0,483.0,177.0,104.0,65.0,15.301948416056153,Expert,central
1125,Игрок 9,https://gomafia.pro/stats/1125,2024,53,45,63,67,66,442,255,59,87,41,1.47,0.2,0.21,0.12,0.13,2.0,181.0,1.0,28.0,47.0,19.456142376261404,Expert,central
2593,Физик,https://gomafia.pro/stats/2593,2023,47,43,27,57,69,163,101,11,35,16,0.71,0.07,0.1,0.07,0.08,217.0,260.0,274.0,260.0,91.0,14.000670931001594,Expert,central
2593,Физик,https://gomafia.pro/stats/2593,2024,46,46,29,58,53,182,113,24,26,19,0.75,0.07,0.13,0.07,0.05,354.0,209.0,336.0,401.0,277.0,13.771082561430733,Expert,central
219,Франк,https://gomafia.pro/stats/219,2023,46,36,58,54,75,111,67,19,13,12,1.27,0.19,0.26,0.07,0.18,173.0,684.0,24.0,509.0,93.0,14.401072609175614,Expert,central
219,Франк,https://gomafia.pro/stats/219,2024,50,47,17,65,50,106,66,6,26,8,1.34,0.21,0.18,0.11,0.07,590.0,251.0,439.0,221.0,439.0,12.443553912149728,Expert,central
2747,crsms,https://gomafia.pro/stats/2747,2023,53,44,65,62,81,143,89,17,21,16,0.78,0.07,0.21,0.06,0.09,38.0,233.0,6.0,278.0,32.0,16.8755100050948,Expert,central
2747,crsms,https://gomafia.pro/stats/2747,2024,49,43,44,77,50,169,105,16,26,22,1.18,0.19,0.16,0.09,0.14,155.0,364.0,197.0,46.0,290.0,15.345542288026696,Expert,central
1362,Ricci,https://gomafia.pro/stats/1362,2023,47,40,38,63,63,139,80,13,27,19,1.05,0.17,0.16,0.07,0.08,177.0,466.0,214.0,195.0,114.0,14.3655626552722,Expert,central
1362,Ricci,https://gomafia.pro/stats/1362,2024,48,34,60,64,100,66,41,5,14,6,0.92,0.13,0.27,0.05,0.12,413.0,1142.0,439.0,467.0,439.0,13.341564423921426,Expert,central
4585,Jay Jay,https://gomafia.pro/stats/4585,2023,60,54,60,71,86,103,65,10,21,7,1.0,0.11,0.27,0.08,0.06,57.0,28.0,84.0,133.0,321.0,16.262844781299965,Expert,central
4585,Jay Jay,https://gomafia.pro/stats/4585,2024,51,43,60,53,72,166,95,10,36,25,1.05,0.15,0.15,0.08,0.09,109.0,393.0,129.0,451.0,50.0,15.809727143961705,Expert,central
255,Загадка,https://gomafia.pro/stats/255,2023,44,44,0,59,44,90,59,5,17,9,0.54,0.14,0.12,0.02,0.0,736.0,329.0,312.0,374.0,321.0,10.725384002755055,Expert,central
255,Загадка,https://gomafia.pro/stats/255,2024,53,48,40,80,71,75,48,10,10,7,1.05,0.24,0.13,0.09,0.04,347.0,292.0,313.0,326.0,439.0,13.812994847567325,Expert,central
1558,R.,https://gomafia.pro/stats/1558,2023,48,39,39,69,65,162,95,18,32,17,0.81,0.11,0.15,0.07,0.04,115.0,491.0,172.0,87.0,112.0,15.096880415284186,Expert,central
1558,R.,https://gomafia.pro/stats/1558,2024,56,52,56,59,70,179,108,16,32,23,1.42,0.18,0.18,0.13,0.11,49.0,36.0,78.0,306.0,70.0,16.984538018666505,Expert,central
820,Шпагат,https://gomafia.pro/stats/820,2023,45,38,42,62,60,121,73,12,26,10,1.02,0.14,0.08,0.09,0.1,279.0,586.0,193.0,218.0,219.0,13.455059378723039,Expert,central
820,Шпагат,https://gomafia.pro/stats/820,2024,52,42,45,73,69,462,256,51,100,55,1.49,0.21,0.21,0.11,0.15,8.0,325.0,69.0,6.0,17.0,18.758394772570256,Expert,central
2973,Дракоша,https://gomafia.pro/stats/2973,2023,50,48,53,57,56,133,88,15,21,9,0.87,0.09,0.18,0.07,0.11,189.0,100.0,75.0,359.0,321.0,14.280414896001574,Expert,central
2973,Дракоша,https://gomafia.pro/stats/2973,2024,40,36,14,63,29,91,58,7,19,7,0.89,0.2,0.04,0.07,0.01,1116.0,970.0,439.0,369.0,439.0,10.18769596538354,Advanced,central
1858,VIP,https://gomafia.pro/stats/1858,2023,45,39,43,57,50,288,161,23,68,36,0.7,0.11,0.1,0.05,0.05,133.0,437.0,119.0,161.0,165.0,14.806153322503057,Expert,central
1858,VIP,https://gomafia.pro/stats/1858,2024,42,35,52,56,48,269,164,25,55,25,0.77,0.11,0.1,0.06,0.09,235.0,854.0,63.0,282.0,303.0,14.586883319512086,Expert,central
15,Ардыльян,https://gomafia.pro/stats/15,2023,44,35,38,66,52,164,91,16,32,25,1.3,0.21,0.12,0.11,0.11,211.0,677.0,202.0,120.0,177.0,14.033817874962532,Expert,central
15,Ардыльян,https://gomafia.pro/stats/15,2024,44,38,29,69,53,288,180,24,48,36,1.52,0.2,0.19,0.13,0.15,203.0,628.0,334.0,50.0,199.0,14.858155882611857,Expert,central
230,День,https://gomafia.pro/stats/230,2023,42,34,33,57,64,127,82,6,28,11,1.08,0.17,0.15,0.08,0.13,399.0,746.0,312.0,294.0,185.0,12.456109571015297,Expert,central
230,День,https://gomafia.pro/stats/230,2024,38,34,25,57,33,63,35,8,14,6,0.89,0.11,0.13,0.08,0.06,1243.0,1173.0,439.0,600.0,439.0,9.81812033918022,Advanced,central
2647,MUR,https://gomafia.pro/stats/2647,2023,45,29,36,72,50,101,51,11,29,10,0.76,0.16,0.07,0.04,0.04,381.0,984.0,239.0,67.0,271.0,12.62566187070375,Expert,central
2647,MUR,https://gomafia.pro/stats/2647,2024,47,41,43,59,63,179,103,23,29,24,0.8,0.17,0.13,0.05,0.04,175.0,502.0,167.0,342.0,139.0,15.125355408544488,Expert,central
289,Лис,https://gomafia.pro/stats/289,2023,50,48,29,60,57,108,67,7,20,14,1.17,0.16,0.15,0.09,0.16,310.0,140.0,312.0,317.0,194.0,13.219258029423447,Expert,central
289,Лис,https://gomafia.pro/stats/289,2024,45,31,44,75,58,109,64,9,24,12,1.21,0.22,0.18,0.07,0.14,377.0,1193.0,439.0,71.0,299.0,13.618237789562102,Expert,central
834,Пианист,https://gomafia.pro/stats/834,2023,43,40,31,56,53,232,143,29,45,15,0.87,0.12,0.11,0.08,0.07,267.0,373.0,220.0,235.0,213.0,13.558159210776878,Expert,central
834,Пианист,https://gomafia.pro/stats/834,2024,43,37,56,47,59,142,86,9,30,17,1.13,0.12,0.16,0.1,0.11,407.0,793.0,439.0,615.0,228.0,13.399527464634009,Expert,central
2187,Огонёк,https://gomafia.pro/stats/2187,2023,45,35,35,67,61,220,127,23,42,28,0.62,0.11,0.09,0.04,0.04,125.0,653.0,203.0,77.0,86.0,14.98375376864277,Expert,central
2187,Огонёк,https://gomafia.pro/stats/2187,2024,39,24,67,63,83,51,34,3,8,6,0.61,0.1,0.15,0.03,0.1,852.0,1446.0,439.0,856.0,439.0,11.12120012111634,Advanced,central
2902,Maiden,https://gomafia.pro/stats/2902,2023,52,50,20,83,0,54,34,5,12,3,0.94,0.18,0.0,0.08,0.04,711.0,223.0,312.0,149.0,321.0,10.834921514149846,Expert,central
2902,Maiden,https://gomafia.pro/stats/2902,2024,46,34,50,63,75,74,44,6,16,8,0.73,0.12,0.19,0.04,0.03,519.0,1130.0,439.0,449.0,439.0,12.799476752445411,Expert,central
1581,JocK,https://gomafia.pro/stats/1581,2023,49,48,33,64,50,79,54,6,11,8,0.94,0.16,0.09,0.08,0.1,475.0,175.0,312.0,428.0,321.0,12.058622361060532,Expert,central
1581,JocK,https://gomafia.pro/stats/1581,2024,41,30,50,63,63,102,63,12,19,8,1.03,0.17,0.21,0.07,0.1,503.0,1245.0,184.0,373.0,439.0,12.89618802431243,Expert,central
2029,YungBull,https://gomafia.pro/stats/2029,2023,53,43,47,89,55,101,56,15,19,11,1.06,0.23,0.08,0.07,0.1,102.0,394.0,122.0,23.0,237.0,15.301308998421565,Expert,central
2029,YungBull,https://gomafia.pro/stats/2029,2024,57,50,83,80,50,72,46,6,10,10,1.6,0.23,0.17,0.13,0.22,236.0,224.0,439.0,327.0,375.0,14.585431013292059,Expert,central
2306,Ylitko,https://gomafia.pro/stats/2306,2023,44,36,46,62,50,180,110,13,47,10,1.13,0.16,0.15,0.09,0.1,261.0,615.0,150.0,124.0,261.0,13.642438129617004,Expert,central
2306,Ylitko,https://gomafia.pro/stats/2306,2024,47,45,24,56,61,445,242,58,94,51,1.18,0.14,0.16,0.11,0.07,147.0,187.0,354.0,191.0,68.0,15.45458826781248,Expert,central
775,Кэри,https://gomafia.pro/stats/775,2023,50,49,54,48,55,243,144,26,44,29,0.7,0.1,0.12,0.05,0.07,84.0,52.0,21.0,414.0,136.0,15.723526681329984,Expert,central
775,Кэри,https://gomafia.pro/stats/775,2024,47,38,36,66,65,495,288,47,98,62,0.86,0.16,0.14,0.05,0.07,54.0,616.0,192.0,33.0,33.0,16.909914164903913,Expert,central
2071,42,https://gomafia.pro/stats/2071,2023,50,40,55,70,55,125,73,11,30,11,0.85,0.15,0.1,0.06,0.08,147.0,494.0,104.0,85.0,236.0,14.639163997578077,Expert,central
2071,42,https://gomafia.pro/stats/2071,2024,41,32,40,63,75,150,94,20,24,12,1.06,0.18,0.21,0.09,0.05,290.0,1082.0,225.0,289.0,149.0,14.164526178255464,Expert,central
1908,Лила,https://gomafia.pro/stats/1908,2023,42,36,44,61,39,142,78,18,23,23,0.53,0.1,0.06,0.03,0.07,336.0,668.0,137.0,270.0,276.0,12.988797731962743,Expert,central
1908,Лила,https://gomafia.pro/stats/1908,2024,57,55,80,20,80,37,22,5,5,5,0.7,0.0,0.22,0.04,0.14,733.0,333.0,439.0,856.0,439.0,11.74550623634377,Expert,central
972,Lemona,https://gomafia.pro/stats/972,2023,47,36,38,78,47,159,89,16,37,17,1.09,0.2,0.11,0.07,0.11,165.0,638.0,202.0,19.0,244.0,14.485028346369708,Expert,central
972,Lemona,https://gomafia.pro/stats/972,2024,48,38,45,74,63,258,167,20,47,24,1.04,0.21,0.19,0.06,0.08,78.0,650.0,160.0,16.0,135.0,16.399872402196433,Expert,central
1579,Кэt,https://gomafia.pro/stats/1579,2023,54,47,56,59,71,110,60,9,27,14,0.89,0.08,0.12,0.09,0.08,114.0,190.0,312.0,273.0,99.0,15.17421431809344,Expert,central
1579,Кэt,https://gomafia.pro/stats/1579,2024,45,35,29,65,83,172,96,24,34,18,0.88,0.14,0.21,0.05,0.06,169.0,908.0,335.0,155.0,28.0,15.178800226127613,Expert,central
1546,Fade,https://gomafia.pro/stats/1546,2023,44,38,30,59,69,185,115,20,37,13,0.86,0.11,0.17,0.07,0.06,224.0,511.0,242.0,213.0,120.0,13.943689580982198,Expert,central
1546,Fade,https://gomafia.pro/stats/1546,2024,46,38,26,63,72,201,119,19,38,25,1.2,0.18,0.21,0.09,0.07,197.0,680.0,367.0,167.0,49.0,14.900949171140137,Expert,central
3962,Джордж,https://gomafia.pro/stats/3962,2023,45,43,38,51,52,238,146,24,47,21,0.87,0.11,0.12,0.08,0.06,214.0,216.0,166.0,330.0,190.0,14.027486096319363,Expert,central
3962,Джордж,https://gomafia.pro/stats/3962,2024,49,38,67,64,83,63,40,3,14,6,1.05,0.14,0.25,0.08,0.03,529.0,949.0,439.0,466.0,439.0,12.757127050184884,Expert,central
764,3.14тон,https://gomafia.pro/stats/764,2023,50,42,56,53,75,52,24,9,15,4,0.83,0.11,0.1,0.06,0.08,443.0,686.0,312.0,495.0,321.0,12.24982835376647,Expert,central
764,3.14тон,https://gomafia.pro/stats/764,2024,44,40,33,50,60,66,42,6,8,10,0.89,0.13,0.14,0.07,0.07,862.0,816.0,439.0,856.0,321.0,11.102131080911784,Advanced,central
2422,Мэд,https://gomafia.pro/stats/2422,2023,51,42,50,63,75,112,66,8,30,8,0.83,0.15,0.15,0.05,0.09,183.0,410.0,312.0,173.0,321.0,14.315145959513677,Expert,central
2422,Мэд,https://gomafia.pro/stats/2422,2024,45,35,48,67,63,212,133,21,42,16,0.93,0.15,0.2,0.06,0.07,153.0,878.0,125.0,82.0,201.0,15.368868715537511,Expert,central
1378,Студент,https://gomafia.pro/stats/1378,2023,62,47,100,75,67,37,19,3,12,3,0.95,0.2,0.0,0.04,0.1,367.0,599.0,312.0,244.0,321.0,12.784678209868716,Expert,central
1378,Студент,https://gomafia.pro/stats/1378,2024,50,44,31,73,53,118,62,13,26,17,0.94,0.17,0.09,0.08,0.01,289.0,438.0,358.0,83.0,296.0,14.164621303875757,Expert,central
843,Ингибитор,https://gomafia.pro/stats/843,2023,48,48,29,46,100,67,44,7,13,3,0.76,0.11,0.17,0.07,0.03,556.0,222.0,312.0,577.0,321.0,11.529794893913937,Expert,central
