player_id,name,stats_url,year,overall_winrate,citizen_winrate,sheriff_winrate,mafia_winrate,don_winrate,total_games,citizen_games,sheriff_games,mafia_games,don_games,extra_points_avg_10_games,extra_points_mafia_avg,extra_points_don_avg,extra_points_citizen_avg,extra_points_sheriff_avg,overall_rank,citizen_rank,sheriff_rank,mafia_rank,don_rank,overall_score,player_category,region
5359,Майа,https://gomafia.pro/stats/5359,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5359,Майа,https://gomafia.pro/stats/5359,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5366,Волосы НаЗад,https://gomafia.pro/stats/5366,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5366,Волосы НаЗад,https://gomafia.pro/stats/5366,2024,27,0,100,25,100,11,5,1,4,1,0.45,0.05,0.0,0.0,0.3,2305.0,1548.0,439.0,856.0,439.0,6.457922920942858,Intermediate,central
5367,Hastur,https://gomafia.pro/stats/5367,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5367,Hastur,https://gomafia.pro/stats/5367,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5372,KennyDC,https://gomafia.pro/stats/5372,2023,50,50,0,50,50,10,4,0,4,2,0.5,0.08,0.1,0.0,0.0,1552.0,1235.0,312.0,653.0,321.0,7.482100176013594,Intermediate,central
5372,KennyDC,https://gomafia.pro/stats/5372,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5373,Буй,https://gomafia.pro/stats/5373,2023,60,57,0,50,100,10,7,0,2,1,0.9,0.0,0.2,0.1,0.0,1391.0,1235.0,312.0,653.0,321.0,8.008220690149859,Advanced,central
5373,Буй,https://gomafia.pro/stats/5373,2024,50,33,100,0,100,10,6,2,1,1,0.4,0.0,0.0,0.03,0.1,1888.0,1548.0,439.0,856.0,439.0,7.7245702012845125,Intermediate,central
5374,Шед,https://gomafia.pro/stats/5374,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5374,Шед,https://gomafia.pro/stats/5374,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5375,Сатира,https://gomafia.pro/stats/5375,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5375,Сатира,https://gomafia.pro/stats/5375,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5377,Чëрный,https://gomafia.pro/stats/5377,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5377,Чëрный,https://gomafia.pro/stats/5377,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5385,Аида,https://gomafia.pro/stats/5385,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5385,Аида,https://gomafia.pro/stats/5385,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5387,Don Escalade,https://gomafia.pro/stats/5387,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5387,Don Escalade,https://gomafia.pro/stats/5387,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5389,Алло,https://gomafia.pro/stats/5389,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5389,Алло,https://gomafia.pro/stats/5389,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5391,Lucky 13,https://gomafia.pro/stats/5391,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5391,Lucky 13,https://gomafia.pro/stats/5391,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5393,Baton,https://gomafia.pro/stats/5393,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5393,Baton,https://gomafia.pro/stats/5393,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5396,Евска,https://gomafia.pro/stats/5396,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5396,Евска,https://gomafia.pro/stats/5396,2024,53,44,0,50,100,15,9,1,2,3,0.73,0.15,0.1,0.06,0.0,1590.0,1548.0,439.0,856.0,439.0,8.635194024535794,Advanced,central
5403,ЗК,https://gomafia.pro/stats/5403,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5403,ЗК,https://gomafia.pro/stats/5403,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5405,Yellow,https://gomafia.pro/stats/5405,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5405,Yellow,https://gomafia.pro/stats/5405,2024,48,50,40,67,33,33,22,5,3,3,0.18,0.0,0.0,0.03,0.0,1301.0,589.0,439.0,856.0,439.0,9.632404527214408,Advanced,central
5406,Mayak,https://gomafia.pro/stats/5406,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5406,Mayak,https://gomafia.pro/stats/5406,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5409,Шмектис,https://gomafia.pro/stats/5409,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5409,Шмектис,https://gomafia.pro/stats/5409,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5433,Шатура,https://gomafia.pro/stats/5433,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5433,Шатура,https://gomafia.pro/stats/5433,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5435,Цири69,https://gomafia.pro/stats/5435,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5435,Цири69,https://gomafia.pro/stats/5435,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5444,Хауc,https://gomafia.pro/stats/5444,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5444,Хауc,https://gomafia.pro/stats/5444,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5445,Президент_,https://gomafia.pro/stats/5445,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5445,Президент_,https://gomafia.pro/stats/5445,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5448,Провокация.,https://gomafia.pro/stats/5448,2023,45,36,33,67,67,20,11,3,3,3,1.0,0.17,0.17,0.05,0.17,1164.0,1044.0,312.0,653.0,321.0,8.8193569142529,Advanced,central
5448,Провокация.,https://gomafia.pro/stats/5448,2024,50,46,31,68,60,113,65,16,22,10,0.67,0.14,0.1,0.05,0.02,343.0,314.0,341.0,212.0,325.0,13.823549451883393,Expert,central
5452,Капитан Америка,https://gomafia.pro/stats/5452,2023,20,40,0,0,0,10,5,3,0,2,0.5,0.0,0.0,0.1,0.0,2020.0,1235.0,312.0,653.0,321.0,5.570703249014883,Intermediate,central
5452,Капитан Америка,https://gomafia.pro/stats/5452,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5453,.ЗагадкА.,https://gomafia.pro/stats/5453,2023,40,20,100,50,50,10,5,1,2,2,1.0,0.15,0.1,0.06,0.2,1666.0,1235.0,312.0,653.0,321.0,7.180437785539295,Intermediate,central
5453,.ЗагадкА.,https://gomafia.pro/stats/5453,2024,41,33,43,41,77,110,61,7,29,13,0.76,0.06,0.21,0.05,0.1,582.0,1110.0,439.0,725.0,116.0,12.512096441876839,Expert,central
5454,Lilit21,https://gomafia.pro/stats/5454,2023,55,50,0,75,75,20,10,2,4,4,1.15,0.23,0.08,0.11,0.0,975.0,787.0,312.0,653.0,321.0,9.649885439427043,Advanced,central
5454,Lilit21,https://gomafia.pro/stats/5454,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5494,Niknikonov,https://gomafia.pro/stats/5494,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5494,Niknikonov,https://gomafia.pro/stats/5494,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5495,RiF,https://gomafia.pro/stats/5495,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5495,RiF,https://gomafia.pro/stats/5495,2024,40,29,100,33,0,15,7,2,6,0,0.6,0.03,0.0,0.07,0.1,1914.0,1548.0,439.0,856.0,439.0,7.635494797245189,Intermediate,central
5496,DC,https://gomafia.pro/stats/5496,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5496,DC,https://gomafia.pro/stats/5496,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5499,устал,https://gomafia.pro/stats/5499,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5499,устал,https://gomafia.pro/stats/5499,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5500,Нукура,https://gomafia.pro/stats/5500,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5500,Нукура,https://gomafia.pro/stats/5500,2024,36,35,0,43,67,36,23,3,7,3,0.36,0.03,0.0,0.05,0.0,1692.0,1238.0,439.0,856.0,439.0,8.301027228690792,Intermediate,central
5504,Keep,https://gomafia.pro/stats/5504,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5504,Keep,https://gomafia.pro/stats/5504,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5505,Хэкейн,https://gomafia.pro/stats/5505,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5505,Хэкейн,https://gomafia.pro/stats/5505,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5507,Претендент,https://gomafia.pro/stats/5507,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5507,Претендент,https://gomafia.pro/stats/5507,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5515,NERO,https://gomafia.pro/stats/5515,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5515,NERO,https://gomafia.pro/stats/5515,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5516,Пристань,https://gomafia.pro/stats/5516,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5516,Пристань,https://gomafia.pro/stats/5516,2024,50,25,75,0,100,10,4,4,1,1,1.1,0.0,0.2,0.1,0.13,1892.0,1548.0,439.0,856.0,439.0,7.7078579379924514,Intermediate,central
5518,krasnaya,https://gomafia.pro/stats/5518,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5518,krasnaya,https://gomafia.pro/stats/5518,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5519,Steve,https://gomafia.pro/stats/5519,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5519,Steve,https://gomafia.pro/stats/5519,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5520,Winston,https://gomafia.pro/stats/5520,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5520,Winston,https://gomafia.pro/stats/5520,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5524,Клю_ква,https://gomafia.pro/stats/5524,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5524,Клю_ква,https://gomafia.pro/stats/5524,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5528,RustyPizza,https://gomafia.pro/stats/5528,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5528,RustyPizza,https://gomafia.pro/stats/5528,2024,60,67,50,50,100,20,9,2,8,1,1.45,0.13,0.4,0.13,0.15,1141.0,1548.0,439.0,856.0,439.0,10.075267573601813,Advanced,central
5529,Бaлдёж,https://gomafia.pro/stats/5529,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5529,Бaлдёж,https://gomafia.pro/stats/5529,2024,38,31,25,37,86,72,42,4,19,7,0.71,0.06,0.29,0.05,0.0,1013.0,1253.0,439.0,801.0,439.0,10.549261589702754,Advanced,central
5532,ORSY,https://gomafia.pro/stats/5532,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5532,ORSY,https://gomafia.pro/stats/5532,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5534,Lova,https://gomafia.pro/stats/5534,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5534,Lova,https://gomafia.pro/stats/5534,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5543,Agrail,https://gomafia.pro/stats/5543,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5543,Agrail,https://gomafia.pro/stats/5543,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5544,Liberty,https://gomafia.pro/stats/5544,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5544,Liberty,https://gomafia.pro/stats/5544,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5545,Лоер,https://gomafia.pro/stats/5545,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5545,Лоер,https://gomafia.pro/stats/5545,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5546,Everest,https://gomafia.pro/stats/5546,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5546,Everest,https://gomafia.pro/stats/5546,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5547,Британец,https://gomafia.pro/stats/5547,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5547,Британец,https://gomafia.pro/stats/5547,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5548,Нагибатор2005,https://gomafia.pro/stats/5548,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5548,Нагибатор2005,https://gomafia.pro/stats/5548,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5549,Гарфилд,https://gomafia.pro/stats/5549,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5549,Гарфилд,https://gomafia.pro/stats/5549,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5550,ДАМП,https://gomafia.pro/stats/5550,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5550,ДАМП,https://gomafia.pro/stats/5550,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5551,Магистралка,https://gomafia.pro/stats/5551,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5551,Магистралка,https://gomafia.pro/stats/5551,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5552,proxy,https://gomafia.pro/stats/5552,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5552,proxy,https://gomafia.pro/stats/5552,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5553,Свич,https://gomafia.pro/stats/5553,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5553,Свич,https://gomafia.pro/stats/5553,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5554,БУТ,https://gomafia.pro/stats/5554,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5554,БУТ,https://gomafia.pro/stats/5554,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5557,Призрак777,https://gomafia.pro/stats/5557,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5557,Призрак777,https://gomafia.pro/stats/5557,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5558,Стакан,https://gomafia.pro/stats/5558,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5558,Стакан,https://gomafia.pro/stats/5558,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5559,Молодая,https://gomafia.pro/stats/5559,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5559,Молодая,https://gomafia.pro/stats/5559,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5560,Elizabet21,https://gomafia.pro/stats/5560,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5560,Elizabet21,https://gomafia.pro/stats/5560,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5561,Kёln,https://gomafia.pro/stats/5561,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5561,Kёln,https://gomafia.pro/stats/5561,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5562,Сталкер,https://gomafia.pro/stats/5562,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5562,Сталкер,https://gomafia.pro/stats/5562,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5574,Iceman,https://gomafia.pro/stats/5574,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5574,Iceman,https://gomafia.pro/stats/5574,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5576,Эль гринго,https://gomafia.pro/stats/5576,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5576,Эль гринго,https://gomafia.pro/stats/5576,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5579,Продюсер,https://gomafia.pro/stats/5579,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5579,Продюсер,https://gomafia.pro/stats/5579,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5582,Stacy,https://gomafia.pro/stats/5582,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
5582,Stacy,https://gomafia.pro/stats/5582,2024,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2467.0,1548.0,439.0,856.0,439.0,5.236839038601602,Novice,central
5583,Бьёрн,https://gomafia.pro/stats/5583,2023,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2051.0,1235.0,312.0,653.0,321.0,5.236839038601602,Novice,central
