player_id,name,stats_url,year,overall_winrate,citizen_winrate,sheriff_winrate,mafia_winrate,don_winrate,total_games,citizen_games,sheriff_games,mafia_games,don_games,extra_points_avg_10_games,extra_points_mafia_avg,extra_points_don_avg,extra_points_citizen_avg,extra_points_sheriff_avg
1115,РФ,https://gomafia.pro/stats/1115,2023,54,43,53,77,73,,279 (60%),49 (11%),90 (19%),48 (10%),1.65,0.25,0.25,0.12,0.18
1115,РФ,https://gomafia.pro/stats/1115,2024,56,48,43,74,80,,361 (61%),47 (8%),110 (19%),71 (12%),1.69,0.23,0.29,0.13,0.16
159,Градиент,https://gomafia.pro/stats/159,2023,54,47,33,77,79,,304 (58%),70 (13%),91 (17%),57 (11%),1.64,0.25,0.27,0.13,0.12
159,Градиент,https://gomafia.pro/stats/159,2024,54,47,51,69,70,,268 (59%),53 (12%),88 (19%),43 (10%),1.78,0.25,0.27,0.14,0.16
993,Арривидерчи,https://gomafia.pro/stats/993,2023,54,45,36,74,80,,249 (59%),44 (11%),82 (20%),44 (11%),1.39,0.22,0.25,0.1,0.08
993,Арривидерчи,https://gomafia.pro/stats/993,2024,52,49,33,72,55,,141 (59%),30 (13%),47 (20%),20 (8%),1.34,0.22,0.15,0.11,0.09
266,BWDMoscow,https://gomafia.pro/stats/266,2023,57,48,39,75,81,,240 (55%),49 (11%),97 (22%),48 (11%),1.56,0.24,0.26,0.11,0.09
266,BWDMoscow,https://gomafia.pro/stats/266,2024,49,43,65,63,58,,222 (66%),23 (7%),63 (19%),26 (8%),1.46,0.2,0.16,0.13,0.19
1544,Кэтти,https://gomafia.pro/stats/1544,2023,54,49,38,65,64,,163 (55%),26 (9%),77 (26%),33 (11%),1.22,0.17,0.17,0.09,0.1
1544,Кэтти,https://gomafia.pro/stats/1544,2024,55,51,48,67,60,,248 (58%),44 (10%),92 (22%),42 (10%),1.29,0.18,0.16,0.11,0.08
1041,Loki,https://gomafia.pro/stats/1041,2023,55,46,50,76,69,,278 (59%),42 (9%),104 (22%),45 (10%),1.39,0.21,0.21,0.1,0.12
1041,Loki,https://gomafia.pro/stats/1041,2024,49,42,44,61,68,,289 (58%),59 (12%),101 (20%),47 (9%),1.27,0.18,0.23,0.1,0.09
279,007,https://gomafia.pro/stats/279,2023,52,46,47,71,61,,344 (62%),64 (11%),94 (17%),57 (10%),1.09,0.17,0.17,0.09,0.09
279,007,https://gomafia.pro/stats/279,2024,51,47,37,64,72,,345 (61%),63 (11%),114 (20%),47 (8%),1.23,0.18,0.19,0.1,0.1
789,Растишка,https://gomafia.pro/stats/789,2023,51,45,41,69,65,,350 (61%),64 (11%),116 (20%),48 (8%),1.28,0.2,0.17,0.1,0.09
789,Растишка,https://gomafia.pro/stats/789,2024,49,45,36,67,57,,383 (60%),72 (11%),129 (20%),58 (9%),1.28,0.2,0.16,0.11,0.09
333,Тихий Закат,https://gomafia.pro/stats/333,2023,52,44,41,73,71,,295 (59%),56 (11%),98 (20%),51 (10%),1.29,0.19,0.19,0.11,0.09
333,Тихий Закат,https://gomafia.pro/stats/333,2024,48,40,36,58,76,,140 (58%),25 (10%),45 (19%),33 (14%),1.17,0.15,0.22,0.09,0.09
754,Феномен,https://gomafia.pro/stats/754,2023,49,40,49,74,62,,245 (64%),39 (10%),70 (18%),29 (8%),1.37,0.24,0.22,0.1,0.1
754,Феномен,https://gomafia.pro/stats/754,2024,46,40,33,59,62,,137 (57%),21 (9%),56 (23%),26 (11%),1.3,0.18,0.17,0.11,0.1
999,Unicef,https://gomafia.pro/stats/999,2023,51,42,43,64,73,,234 (55%),47 (11%),103 (24%),45 (10%),1.3,0.18,0.22,0.09,0.12
999,Unicef,https://gomafia.pro/stats/999,2024,52,45,38,65,80,,331 (60%),56 (10%),103 (19%),59 (11%),1.43,0.2,0.26,0.11,0.11
173,Смайлик,https://gomafia.pro/stats/173,2023,48,41,41,59,75,,249 (60%),41 (10%),82 (20%),44 (11%),0.94,0.15,0.18,0.07,0.08
173,Смайлик,https://gomafia.pro/stats/173,2024,44,38,24,61,64,,272 (62%),37 (8%),85 (19%),42 (10%),0.97,0.18,0.17,0.07,0.05
258,Флай,https://gomafia.pro/stats/258,2023,51,49,34,61,55,,255 (59%),35 (8%),99 (23%),44 (10%),1.03,0.14,0.12,0.08,0.13
258,Флай,https://gomafia.pro/stats/258,2024,45,39,46,57,56,,345 (61%),46 (8%),112 (20%),66 (12%),1.11,0.15,0.14,0.09,0.12
1112,Казанская,https://gomafia.pro/stats/1112,2023,52,46,45,68,58,,193 (58%),33 (10%),71 (21%),38 (11%),1.11,0.19,0.17,0.08,0.07
1112,Казанская,https://gomafia.pro/stats/1112,2024,51,48,13,83,25,,42 (58%),8 (11%),18 (25%),4 (6%),0.86,0.22,0.03,0.04,0.05
1636,h0wk,https://gomafia.pro/stats/1636,2023,48,44,41,51,68,,216 (57%),37 (10%),83 (22%),40 (11%),1.14,0.15,0.19,0.09,0.06
1636,h0wk,https://gomafia.pro/stats/1636,2024,47,40,36,69,58,,149 (63%),22 (9%),54 (23%),12 (5%),1.26,0.2,0.16,0.1,0.08
721,Insight,https://gomafia.pro/stats/721,2023,49,43,28,70,67,,159 (61%),25 (10%),53 (20%),24 (9%),1.29,0.22,0.23,0.09,0.08
721,Insight,https://gomafia.pro/stats/721,2024,48,46,17,57,72,,136 (62%),18 (8%),47 (21%),18 (8%),1.36,0.18,0.24,0.11,0.08
1409,EZY BLACK,https://gomafia.pro/stats/1409,2023,47,40,36,59,69,,216 (59%),33 (9%),74 (20%),42 (12%),0.98,0.12,0.19,0.08,0.06
1409,EZY BLACK,https://gomafia.pro/stats/1409,2024,50,44,39,63,73,,360 (57%),77 (12%),126 (20%),64 (10%),1.24,0.18,0.17,0.11,0.08
17,Крёстный Отец,https://gomafia.pro/stats/17,2023,52,50,29,60,65,,123 (62%),17 (9%),35 (18%),23 (12%),1.24,0.19,0.24,0.09,0.09
17,Крёстный Отец,https://gomafia.pro/stats/17,2024,52,44,32,76,70,,267 (61%),41 (9%),84 (19%),47 (11%),1.49,0.27,0.26,0.11,0.06
889,rdrk,https://gomafia.pro/stats/889,2023,49,42,35,67,67,,134 (59%),23 (10%),48 (21%),21 (9%),1.23,0.17,0.21,0.09,0.12
889,rdrk,https://gomafia.pro/stats/889,2024,43,40,35,51,50,,165 (57%),34 (12%),51 (18%),40 (14%),1.14,0.15,0.17,0.09,0.11
2106,NobodyDie,https://gomafia.pro/stats/2106,2023,46,37,40,61,62,,136 (56%),20 (8%),61 (25%),26 (11%),1.01,0.15,0.1,0.08,0.08
2106,NobodyDie,https://gomafia.pro/stats/2106,2024,53,44,57,71,70,,55 (62%),7 (8%),17 (19%),10 (11%),1.18,0.16,0.22,0.1,0.04
264,ДаФомин,https://gomafia.pro/stats/264,2023,49,46,32,61,57,,134 (59%),22 (10%),59 (26%),14 (6%),1.01,0.14,0.11,0.09,0.07
264,ДаФомин,https://gomafia.pro/stats/264,2024,50,47,42,57,58,,318 (58%),50 (9%),113 (21%),64 (12%),1.12,0.15,0.13,0.1,0.09
67,Стоников,https://gomafia.pro/stats/67,2023,45,38,39,64,51,,205 (57%),44 (12%),75 (21%),35 (10%),1.14,0.18,0.14,0.1,0.07
67,Стоников,https://gomafia.pro/stats/67,2024,52,43,56,73,67,,205 (62%),36 (11%),62 (19%),30 (9%),1.4,0.23,0.2,0.11,0.12
1114,Цыпа,https://gomafia.pro/stats/1114,2023,48,48,23,54,72,,110 (58%),26 (14%),35 (19%),18 (10%),0.98,0.14,0.16,0.09,0.04
1114,Цыпа,https://gomafia.pro/stats/1114,2024,50,47,40,65,52,,172 (61%),30 (11%),49 (17%),31 (11%),1.21,0.18,0.14,0.1,0.14
1435,MSR,https://gomafia.pro/stats/1435,2023,46,36,24,78,70,,187 (64%),25 (9%),54 (18%),27 (9%),1.04,0.21,0.19,0.07,0.05
1435,MSR,https://gomafia.pro/stats/1435,2024,46,42,20,62,65,,170 (63%),25 (9%),47 (18%),26 (10%),1.13,0.16,0.22,0.09,0.06
951,Ирония,https://gomafia.pro/stats/951,2023,44,38,40,55,65,,141 (63%),15 (7%),44 (20%),23 (10%),0.76,0.14,0.14,0.05,0.08
951,Ирония,https://gomafia.pro/stats/951,2024,44,39,43,57,53,,93 (64%),7 (5%),30 (21%),15 (10%),0.88,0.16,0.13,0.06,0.07
1543,Klimka,https://gomafia.pro/stats/1543,2023,51,48,40,50,85,,79 (60%),15 (11%),24 (18%),13 (10%),0.98,0.13,0.15,0.09,0.05
1543,Klimka,https://gomafia.pro/stats/1543,2024,50,42,54,71,31,,69 (53%),13 (10%),34 (26%),13 (10%),0.87,0.17,0.02,0.06,0.06
1237,_Moon_,https://gomafia.pro/stats/1237,2023,46,38,43,60,67,,94 (56%),21 (12%),42 (25%),12 (7%),0.79,0.11,0.13,0.06,0.06
1237,_Moon_,https://gomafia.pro/stats/1237,2024,33,29,0,67,50,,7 (47%),3 (20%),3 (20%),2 (13%),0.67,0.13,0.15,0.04,0
1250,Sonya Blade,https://gomafia.pro/stats/1250,2023,47,41,42,61,54,,131 (58%),19 (8%),49 (22%),26 (12%),1,0.16,0.15,0.07,0.08
1250,Sonya Blade,https://gomafia.pro/stats/1250,2024,56,52,56,74,50,,81 (69%),9 (8%),19 (16%),8 (7%),1.21,0.22,0.14,0.1,0.08
330,Зажигалочка,https://gomafia.pro/stats/330,2023,52,42,58,71,43,,66 (57%),12 (10%),31 (27%),7 (6%),1.15,0.18,0.14,0.08,0.11
330,Зажигалочка,https://gomafia.pro/stats/330,2024,53,35,29,94,100,,46 (61%),7 (9%),17 (22%),6 (8%),1.3,0.26,0.23,0.08,0.06
1776,Грозный,https://gomafia.pro/stats/1776,2023,56,50,58,56,78,,78 (58%),12 (9%),27 (20%),18 (13%),1.06,0.11,0.21,0.09,0.04
1776,Грозный,https://gomafia.pro/stats/1776,2024,46,36,31,69,67,,146 (61%),16 (7%),49 (20%),30 (12%),1.16,0.17,0.17,0.09,0.1
227,Freedom,https://gomafia.pro/stats/227,2023,42,40,22,70,46,,149 (70%),23 (11%),27 (13%),13 (6%),1.02,0.19,0.15,0.09,0.07
227,Freedom,https://gomafia.pro/stats/227,2024,45,37,67,45,64,,73 (56%),12 (9%),31 (24%),14 (11%),1.18,0.12,0.18,0.09,0.19
1551,arye,https://gomafia.pro/stats/1551,2023,56,48,67,56,100,,33 (58%),3 (5%),16 (28%),5 (9%),1.32,0.18,0.18,0.1,0.17
1551,arye,https://gomafia.pro/stats/1551,2024,52,37,40,89,60,,63 (57%),10 (9%),28 (25%),10 (9%),1.59,0.27,0.18,0.12,0.08
2463,Джесс,https://gomafia.pro/stats/2463,2023,58,43,60,90,90,,65 (65%),5 (5%),20 (20%),10 (10%),1.3,0.22,0.23,0.09,0.14
2463,Джесс,https://gomafia.pro/stats/2463,2024,47,37,47,70,67,,271 (62%),43 (10%),86 (20%),39 (9%),1.01,0.18,0.2,0.06,0.08
620,Шум,https://gomafia.pro/stats/620,2023,50,46,23,71,60,,101 (64%),13 (8%),28 (18%),15 (10%),1.2,0.23,0.17,0.09,0.05
620,Шум,https://gomafia.pro/stats/620,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
2022,Мол4ун,https://gomafia.pro/stats/2022,2023,52,40,33,80,77,,73 (56%),15 (11%),30 (23%),13 (10%),1.11,0.23,0.19,0.06,0.06
2022,Мол4ун,https://gomafia.pro/stats/2022,2024,48,34,38,79,70,,38 (51%),13 (17%),14 (19%),10 (13%),1.09,0.21,0.2,0.06,0.06
2494,Статистика,https://gomafia.pro/stats/2494,2023,50,46,44,67,52,,166 (65%),18 (7%),39 (15%),31 (12%),0.69,0.11,0.13,0.05,0.08
2494,Статистика,https://gomafia.pro/stats/2494,2024,43,37,27,57,61,,204 (62%),26 (8%),63 (19%),36 (11%),0.84,0.16,0.13,0.06,0.06
1123,Tssss,https://gomafia.pro/stats/1123,2023,52,55,36,52,55,,82 (59%),14 (10%),31 (22%),11 (8%),1.18,0.13,0.08,0.12,0.09
1123,Tssss,https://gomafia.pro/stats/1123,2024,60,56,50,75,0,,9 (60%),2 (13%),4 (27%),0 (0%),0.53,0.13,0,0,0.15
1125,Игрок 9,https://gomafia.pro/stats/1125,2023,50,40,45,71,82,,75 (62%),11 (9%),24 (20%),11 (9%),1.14,0.18,0.23,0.08,0.05
1125,Игрок 9,https://gomafia.pro/stats/1125,2024,53,45,63,67,66,,255 (58%),59 (13%),87 (20%),41 (9%),1.47,0.2,0.21,0.12,0.13
2593,Физик,https://gomafia.pro/stats/2593,2023,47,43,27,57,69,,101 (62%),11 (7%),35 (21%),16 (10%),0.71,0.07,0.1,0.07,0.08
2593,Физик,https://gomafia.pro/stats/2593,2024,46,46,29,58,53,,113 (62%),24 (13%),26 (14%),19 (10%),0.75,0.07,0.13,0.07,0.05
219,Франк,https://gomafia.pro/stats/219,2023,46,36,58,54,75,,67 (60%),19 (17%),13 (12%),12 (11%),1.27,0.19,0.26,0.07,0.18
219,Франк,https://gomafia.pro/stats/219,2024,50,47,17,65,50,,66 (62%),6 (6%),26 (25%),8 (8%),1.34,0.21,0.18,0.11,0.07
2747,crsms,https://gomafia.pro/stats/2747,2023,53,44,65,62,81,,89 (62%),17 (12%),21 (15%),16 (11%),0.78,0.07,0.21,0.06,0.09
2747,crsms,https://gomafia.pro/stats/2747,2024,49,43,44,77,50,,105 (62%),16 (9%),26 (15%),22 (13%),1.18,0.19,0.16,0.09,0.14
1362,Ricci,https://gomafia.pro/stats/1362,2023,47,40,38,63,63,,80 (58%),13 (9%),27 (19%),19 (14%),1.05,0.17,0.16,0.07,0.08
1362,Ricci,https://gomafia.pro/stats/1362,2024,48,34,60,64,100,,41 (62%),5 (8%),14 (21%),6 (9%),0.92,0.13,0.27,0.05,0.12
4585,Jay Jay,https://gomafia.pro/stats/4585,2023,60,54,60,71,86,,65 (63%),10 (10%),21 (20%),7 (7%),1,0.11,0.27,0.08,0.06
4585,Jay Jay,https://gomafia.pro/stats/4585,2024,51,43,60,53,72,,95 (57%),10 (6%),36 (22%),25 (15%),1.05,0.15,0.15,0.08,0.09
255,Загадка,https://gomafia.pro/stats/255,2023,44,44,0,59,44,,59 (66%),5 (6%),17 (19%),9 (10%),0.54,0.14,0.12,0.02,0
255,Загадка,https://gomafia.pro/stats/255,2024,53,48,40,80,71,,48 (64%),10 (13%),10 (13%),7 (9%),1.05,0.24,0.13,0.09,0.04
1558,R.,https://gomafia.pro/stats/1558,2023,48,39,39,69,65,,95 (59%),18 (11%),32 (20%),17 (10%),0.81,0.11,0.15,0.07,0.04
1558,R.,https://gomafia.pro/stats/1558,2024,56,52,56,59,70,,108 (60%),16 (9%),32 (18%),23 (13%),1.42,0.18,0.18,0.13,0.11
820,Шпагат,https://gomafia.pro/stats/820,2023,45,38,42,62,60,,73 (60%),12 (10%),26 (21%),10 (8%),1.02,0.14,0.08,0.09,0.1
820,Шпагат,https://gomafia.pro/stats/820,2024,52,42,45,73,69,,256 (55%),51 (11%),100 (22%),55 (12%),1.49,0.21,0.21,0.11,0.15
2973,Дракоша,https://gomafia.pro/stats/2973,2023,50,48,53,57,56,,88 (66%),15 (11%),21 (16%),9 (7%),0.87,0.09,0.18,0.07,0.11
2973,Дракоша,https://gomafia.pro/stats/2973,2024,40,36,14,63,29,,58 (64%),7 (8%),19 (21%),7 (8%),0.89,0.2,0.04,0.07,0.01
1858,VIP,https://gomafia.pro/stats/1858,2023,45,39,43,57,50,,161 (56%),23 (8%),68 (24%),36 (13%),0.7,0.11,0.1,0.05,0.05
1858,VIP,https://gomafia.pro/stats/1858,2024,42,35,52,56,48,,164 (61%),25 (9%),55 (20%),25 (9%),0.77,0.11,0.1,0.06,0.09
15,Ардыльян,https://gomafia.pro/stats/15,2023,44,35,38,66,52,,91 (55%),16 (10%),32 (20%),25 (15%),1.3,0.21,0.12,0.11,0.11
15,Ардыльян,https://gomafia.pro/stats/15,2024,44,38,29,69,53,,180 (63%),24 (8%),48 (17%),36 (13%),1.52,0.2,0.19,0.13,0.15
230,День,https://gomafia.pro/stats/230,2023,42,34,33,57,64,,82 (65%),6 (5%),28 (22%),11 (9%),1.08,0.17,0.15,0.08,0.13
230,День,https://gomafia.pro/stats/230,2024,38,34,25,57,33,,35 (56%),8 (13%),14 (22%),6 (10%),0.89,0.11,0.13,0.08,0.06
2647,MUR,https://gomafia.pro/stats/2647,2023,45,29,36,72,50,,51 (50%),11 (11%),29 (29%),10 (10%),0.76,0.16,0.07,0.04,0.04
2647,MUR,https://gomafia.pro/stats/2647,2024,47,41,43,59,63,,103 (58%),23 (13%),29 (16%),24 (13%),0.8,0.17,0.13,0.05,0.04
289,Лис,https://gomafia.pro/stats/289,2023,50,48,29,60,57,,67 (62%),7 (6%),20 (19%),14 (13%),1.17,0.16,0.15,0.09,0.16
289,Лис,https://gomafia.pro/stats/289,2024,45,31,44,75,58,,64 (59%),9 (8%),24 (22%),12 (11%),1.21,0.22,0.18,0.07,0.14
834,Пианист,https://gomafia.pro/stats/834,2023,43,40,31,56,53,,143 (62%),29 (13%),45 (19%),15 (6%),0.87,0.12,0.11,0.08,0.07
834,Пианист,https://gomafia.pro/stats/834,2024,43,37,56,47,59,,86 (61%),9 (6%),30 (21%),17 (12%),1.13,0.12,0.16,0.1,0.11
2187,Огонёк,https://gomafia.pro/stats/2187,2023,45,35,35,67,61,,127 (58%),23 (10%),42 (19%),28 (13%),0.62,0.11,0.09,0.04,0.04
2187,Огонёк,https://gomafia.pro/stats/2187,2024,39,24,67,63,83,,34 (67%),3 (6%),8 (16%),6 (12%),0.61,0.1,0.15,0.03,0.1
2902,Maiden,https://gomafia.pro/stats/2902,2023,52,50,20,83,0,,34 (63%),5 (9%),12 (22%),3 (6%),0.94,0.18,0,0.08,0.04
2902,Maiden,https://gomafia.pro/stats/2902,2024,46,34,50,63,75,,44 (59%),6 (8%),16 (22%),8 (11%),0.73,0.12,0.19,0.04,0.03
1581,JocK,https://gomafia.pro/stats/1581,2023,49,48,33,64,50,,54 (68%),6 (8%),11 (14%),8 (10%),0.94,0.16,0.09,0.08,0.1
1581,JocK,https://gomafia.pro/stats/1581,2024,41,30,50,63,63,,63 (62%),12 (12%),19 (19%),8 (8%),1.03,0.17,0.21,0.07,0.1
2029,YungBull,https://gomafia.pro/stats/2029,2023,53,43,47,89,55,,56 (55%),15 (15%),19 (19%),11 (11%),1.06,0.23,0.08,0.07,0.1
2029,YungBull,https://gomafia.pro/stats/2029,2024,57,50,83,80,50,,46 (64%),6 (8%),10 (14%),10 (14%),1.6,0.23,0.17,0.13,0.22
2306,Ylitko,https://gomafia.pro/stats/2306,2023,44,36,46,62,50,,110 (61%),13 (7%),47 (26%),10 (6%),1.13,0.16,0.15,0.09,0.1
2306,Ylitko,https://gomafia.pro/stats/2306,2024,47,45,24,56,61,,242 (54%),58 (13%),94 (21%),51 (11%),1.18,0.14,0.16,0.11,0.07
775,Кэри,https://gomafia.pro/stats/775,2023,50,49,54,48,55,,144 (59%),26 (11%),44 (18%),29 (12%),0.7,0.1,0.12,0.05,0.07
775,Кэри,https://gomafia.pro/stats/775,2024,47,38,36,66,65,,288 (58%),47 (9%),98 (20%),62 (13%),0.86,0.16,0.14,0.05,0.07
2071,42,https://gomafia.pro/stats/2071,2023,50,40,55,70,55,,73 (58%),11 (9%),30 (24%),11 (9%),0.85,0.15,0.1,0.06,0.08
2071,42,https://gomafia.pro/stats/2071,2024,41,32,40,63,75,,94 (63%),20 (13%),24 (16%),12 (8%),1.06,0.18,0.21,0.09,0.05
1908,Лила,https://gomafia.pro/stats/1908,2023,42,36,44,61,39,,78 (55%),18 (13%),23 (16%),23 (16%),0.53,0.1,0.06,0.03,0.07
1908,Лила,https://gomafia.pro/stats/1908,2024,57,55,80,20,80,,22 (59%),5 (14%),5 (14%),5 (14%),0.7,0,0.22,0.04,0.14
972,Lemona,https://gomafia.pro/stats/972,2023,47,36,38,78,47,,89 (56%),16 (10%),37 (23%),17 (11%),1.09,0.2,0.11,0.07,0.11
972,Lemona,https://gomafia.pro/stats/972,2024,48,38,45,74,63,,167 (65%),20 (8%),47 (18%),24 (9%),1.04,0.21,0.19,0.06,0.08
1579,Кэt,https://gomafia.pro/stats/1579,2023,54,47,56,59,71,,60 (55%),9 (8%),27 (25%),14 (13%),0.89,0.08,0.12,0.09,0.08
1579,Кэt,https://gomafia.pro/stats/1579,2024,45,35,29,65,83,,96 (56%),24 (14%),34 (20%),18 (10%),0.88,0.14,0.21,0.05,0.06
1546,Fade,https://gomafia.pro/stats/1546,2023,44,38,30,59,69,,115 (62%),20 (11%),37 (20%),13 (7%),0.86,0.11,0.17,0.07,0.06
1546,Fade,https://gomafia.pro/stats/1546,2024,46,38,26,63,72,,119 (59%),19 (9%),38 (19%),25 (12%),1.2,0.18,0.21,0.09,0.07
3962,Джордж,https://gomafia.pro/stats/3962,2023,45,43,38,51,52,,146 (61%),24 (10%),47 (20%),21 (9%),0.87,0.11,0.12,0.08,0.06
3962,Джордж,https://gomafia.pro/stats/3962,2024,49,38,67,64,83,,40 (63%),3 (5%),14 (22%),6 (10%),1.05,0.14,0.25,0.08,0.03
764,3.14тон,https://gomafia.pro/stats/764,2023,50,42,56,53,75,,24 (46%),9 (17%),15 (29%),4 (8%),0.83,0.11,0.1,0.06,0.08
764,3.14тон,https://gomafia.pro/stats/764,2024,44,40,33,50,60,,42 (64%),6 (9%),8 (12%),10 (15%),0.89,0.13,0.14,0.07,0.07
2422,Мэд,https://gomafia.pro/stats/2422,2023,51,42,50,63,75,,66 (59%),8 (7%),30 (27%),8 (7%),0.83,0.15,0.15,0.05,0.09
2422,Мэд,https://gomafia.pro/stats/2422,2024,45,35,48,67,63,,133 (63%),21 (10%),42 (20%),16 (8%),0.93,0.15,0.2,0.06,0.07
1378,Студент,https://gomafia.pro/stats/1378,2023,62,47,100,75,67,,19 (51%),3 (8%),12 (32%),3 (8%),0.95,0.2,0,0.04,0.1
1378,Студент,https://gomafia.pro/stats/1378,2024,50,44,31,73,53,,62 (53%),13 (11%),26 (22%),17 (14%),0.94,0.17,0.09,0.08,0.01
843,Ингибитор,https://gomafia.pro/stats/843,2023,48,48,29,46,100,,44 (66%),7 (10%),13 (19%),3 (4%),0.76,0.11,0.17,0.07,0.03
843,Ингибитор,https://gomafia.pro/stats/843,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
1861,_Принцесса_,https://gomafia.pro/stats/1861,2023,57,56,56,63,57,,55 (63%),9 (10%),16 (18%),7 (8%),0.39,0.1,0.06,0.03,0
1861,_Принцесса_,https://gomafia.pro/stats/1861,2024,38,31,50,57,25,,13 (50%),2 (8%),7 (27%),4 (15%),0.58,0.16,0.03,0.02,0.05
1902,Ever,https://gomafia.pro/stats/1902,2023,44,34,68,50,75,,102 (59%),22 (13%),42 (24%),8 (5%),0.9,0.11,0.28,0.06,0.13
1902,Ever,https://gomafia.pro/stats/1902,2024,45,34,50,55,69,,70 (51%),14 (10%),40 (29%),13 (9%),1.11,0.15,0.19,0.09,0.04
284,ЛЯ_ЛЯ___МОСКВА,https://gomafia.pro/stats/284,2023,46,38,57,56,71,,64 (62%),14 (14%),18 (17%),7 (7%),1.09,0.14,0.2,0.09,0.11
284,ЛЯ_ЛЯ___МОСКВА,https://gomafia.pro/stats/284,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
964,Шико,https://gomafia.pro/stats/964,2023,46,42,26,77,60,,76 (62%),19 (15%),13 (11%),15 (12%),0.9,0.15,0.14,0.08,0.05
964,Шико,https://gomafia.pro/stats/964,2024,47,36,45,69,63,,98 (55%),20 (11%),36 (20%),24 (13%),1.36,0.19,0.18,0.1,0.17
228,Нежный лосось,https://gomafia.pro/stats/228,2023,46,43,44,50,63,,54 (62%),9 (10%),16 (18%),8 (9%),0.84,0.11,0.15,0.07,0.03
228,Нежный лосось,https://gomafia.pro/stats/228,2024,60,50,0,100,0,,12 (80%),0 (0%),3 (20%),0 (0%),0.93,0.1,0,0.09,0
1352,Слепой Часовщик,https://gomafia.pro/stats/1352,2023,47,42,33,67,46,,72 (60%),9 (7%),27 (22%),13 (11%),0.74,0.13,0.11,0.05,0.08
1352,Слепой Часовщик,https://gomafia.pro/stats/1352,2024,42,36,28,58,67,,129 (61%),25 (12%),40 (19%),18 (8%),0.85,0.13,0.18,0.07,0.05
570,Шейх,https://gomafia.pro/stats/570,2023,46,38,61,50,63,,87 (58%),18 (12%),30 (20%),16 (11%),0.67,0.09,0.14,0.04,0.1
570,Шейх,https://gomafia.pro/stats/570,2024,46,38,63,58,44,,52 (56%),8 (9%),24 (26%),9 (10%),0.76,0.13,0.17,0.04,0.05
3112,Дорено,https://gomafia.pro/stats/3112,2023,51,44,0,83,60,,18 (49%),3 (8%),6 (16%),10 (27%),0.73,0.12,0.07,0.07,0
3112,Дорено,https://gomafia.pro/stats/3112,2024,47,46,33,63,33,,37 (73%),3 (6%),8 (16%),3 (6%),0.76,0.08,0.07,0.07,0.2
2903,Iron_,https://gomafia.pro/stats/2903,2023,48,45,0,90,40,,40 (66%),6 (10%),10 (16%),5 (8%),0.95,0.21,0.12,0.07,0.05
2903,Iron_,https://gomafia.pro/stats/2903,2024,45,38,27,62,56,,60 (51%),15 (13%),34 (29%),9 (8%),0.97,0.15,0.11,0.08,0.04
2845,Невротик,https://gomafia.pro/stats/2845,2023,47,39,42,68,50,,119 (59%),26 (13%),44 (22%),12 (6%),0.52,0.12,0.12,0.02,0.05
2845,Невротик,https://gomafia.pro/stats/2845,2024,44,39,33,64,49,,227 (60%),40 (11%),76 (20%),37 (10%),0.68,0.12,0.11,0.05,0.05
1373,ZHIREKTOR,https://gomafia.pro/stats/1373,2023,42,39,40,45,59,,155 (63%),20 (8%),53 (22%),17 (7%),0.95,0.13,0.08,0.09,0.06
1373,ZHIREKTOR,https://gomafia.pro/stats/1373,2024,47,36,48,77,69,,145 (61%),27 (11%),35 (15%),29 (12%),1.26,0.23,0.22,0.08,0.13
1862,Бэнди,https://gomafia.pro/stats/1862,2023,54,56,11,62,100,,34 (56%),9 (15%),13 (21%),5 (8%),0.92,0.05,0.22,0.11,0.01
1862,Бэнди,https://gomafia.pro/stats/1862,2024,49,41,41,65,68,,102 (57%),17 (10%),37 (21%),22 (12%),1.04,0.16,0.17,0.07,0.11
1142,Батон,https://gomafia.pro/stats/1142,2023,43,36,47,57,55,,69 (57%),19 (16%),23 (19%),11 (9%),1.16,0.14,0.18,0.09,0.14
1142,Батон,https://gomafia.pro/stats/1142,2024,32,29,33,50,0,,17 (68%),3 (12%),4 (16%),1 (4%),0.84,0.18,0,0.08,0
1401,Неон,https://gomafia.pro/stats/1401,2023,47,41,33,68,52,,118 (59%),21 (11%),40 (20%),21 (11%),1.07,0.16,0.11,0.09,0.07
1401,Неон,https://gomafia.pro/stats/1401,2024,52,45,53,61,76,,138 (61%),15 (7%),54 (24%),21 (9%),1.42,0.15,0.2,0.12,0.17
5408,Шах1,https://gomafia.pro/stats/5408,2023,73,80,33,100,0,,10 (67%),3 (20%),2 (13%),0 (0%),1.27,0.35,0,0.1,0.07
5408,Шах1,https://gomafia.pro/stats/5408,2024,60,63,33,67,100,,8 (53%),3 (20%),3 (20%),1 (7%),0.8,0.2,0.3,0.04,0
2716,админ,https://gomafia.pro/stats/2716,2023,38,33,36,47,50,,69 (62%),14 (13%),19 (17%),10 (9%),0.9,0.05,0.18,0.09,0.08
2716,админ,https://gomafia.pro/stats/2716,2024,37,38,19,39,63,,80 (63%),16 (13%),23 (18%),8 (6%),0.92,0.09,0.21,0.09,0.04
