player_id,name,stats_url,year,overall_winrate,citizen_winrate,sheriff_winrate,mafia_winrate,don_winrate,total_games,citizen_games,sheriff_games,mafia_games,don_games,extra_points_avg_10_games,extra_points_mafia_avg,extra_points_don_avg,extra_points_citizen_avg,extra_points_sheriff_avg
3084,Scalder,https://gomafia.pro/stats/3084,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3084,Scalder,https://gomafia.pro/stats/3084,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3087,Дейнерис,https://gomafia.pro/stats/3087,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3087,Дейнерис,https://gomafia.pro/stats/3087,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3090,Wayan,https://gomafia.pro/stats/3090,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3090,Wayan,https://gomafia.pro/stats/3090,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3091,Король,https://gomafia.pro/stats/3091,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3091,Король,https://gomafia.pro/stats/3091,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3092,Шпионка,https://gomafia.pro/stats/3092,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3092,Шпионка,https://gomafia.pro/stats/3092,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3095,Китик,https://gomafia.pro/stats/3095,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3095,Китик,https://gomafia.pro/stats/3095,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3098,Sovushka,https://gomafia.pro/stats/3098,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3098,Sovushka,https://gomafia.pro/stats/3098,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3101,Shaman NY,https://gomafia.pro/stats/3101,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3101,Shaman NY,https://gomafia.pro/stats/3101,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3102,Agent,https://gomafia.pro/stats/3102,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3102,Agent,https://gomafia.pro/stats/3102,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3103,Конфеточка,https://gomafia.pro/stats/3103,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3103,Конфеточка,https://gomafia.pro/stats/3103,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3105,Polar_Foxik,https://gomafia.pro/stats/3105,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3105,Polar_Foxik,https://gomafia.pro/stats/3105,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3106,Kolyamba,https://gomafia.pro/stats/3106,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3106,Kolyamba,https://gomafia.pro/stats/3106,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3107,Быть,https://gomafia.pro/stats/3107,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3107,Быть,https://gomafia.pro/stats/3107,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3121,Чертовка,https://gomafia.pro/stats/3121,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3121,Чертовка,https://gomafia.pro/stats/3121,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3124,ЯРа,https://gomafia.pro/stats/3124,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3124,ЯРа,https://gomafia.pro/stats/3124,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3129,Fak1R,https://gomafia.pro/stats/3129,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3129,Fak1R,https://gomafia.pro/stats/3129,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3138,Лиcа,https://gomafia.pro/stats/3138,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3138,Лиcа,https://gomafia.pro/stats/3138,2024,20,20,0,20,0,,5 (50%),0 (0%),5 (50%),0 (0%),0.2,0.04,0,0,0
3142,Экстремал,https://gomafia.pro/stats/3142,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3142,Экстремал,https://gomafia.pro/stats/3142,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3144,shadyyseeeee,https://gomafia.pro/stats/3144,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3144,shadyyseeeee,https://gomafia.pro/stats/3144,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3146,slimshadow,https://gomafia.pro/stats/3146,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3146,slimshadow,https://gomafia.pro/stats/3146,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3148,Night Fury,https://gomafia.pro/stats/3148,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3148,Night Fury,https://gomafia.pro/stats/3148,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3149,geolog,https://gomafia.pro/stats/3149,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3149,geolog,https://gomafia.pro/stats/3149,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3150,TvoyaProblema,https://gomafia.pro/stats/3150,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3150,TvoyaProblema,https://gomafia.pro/stats/3150,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3155,Nik3307,https://gomafia.pro/stats/3155,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3155,Nik3307,https://gomafia.pro/stats/3155,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3159,Томас,https://gomafia.pro/stats/3159,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3159,Томас,https://gomafia.pro/stats/3159,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3169,Дриада,https://gomafia.pro/stats/3169,2023,50,33,100,50,0,,6 (60%),2 (20%),2 (20%),0 (0%),1.1,0.2,0,0.05,0.2
3169,Дриада,https://gomafia.pro/stats/3169,2024,45,47,33,0,50,,15 (75%),3 (15%),0 (0%),2 (10%),0.4,0,0.1,0.03,0.07
3177,Кот111,https://gomafia.pro/stats/3177,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3177,Кот111,https://gomafia.pro/stats/3177,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3182,Nefr,https://gomafia.pro/stats/3182,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3182,Nefr,https://gomafia.pro/stats/3182,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3183,Kovinsky,https://gomafia.pro/stats/3183,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3183,Kovinsky,https://gomafia.pro/stats/3183,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3188,NaSiCha,https://gomafia.pro/stats/3188,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3188,NaSiCha,https://gomafia.pro/stats/3188,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3195,Инкогнито__3195,https://gomafia.pro/stats/3195,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3195,Инкогнито__3195,https://gomafia.pro/stats/3195,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3203,Мона Лиза,https://gomafia.pro/stats/3203,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3203,Мона Лиза,https://gomafia.pro/stats/3203,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3207,Лампа,https://gomafia.pro/stats/3207,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3207,Лампа,https://gomafia.pro/stats/3207,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3208,MINI,https://gomafia.pro/stats/3208,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3208,MINI,https://gomafia.pro/stats/3208,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3211,Медoед,https://gomafia.pro/stats/3211,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3211,Медoед,https://gomafia.pro/stats/3211,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3214,Герда,https://gomafia.pro/stats/3214,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3214,Герда,https://gomafia.pro/stats/3214,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3224,Тайлер,https://gomafia.pro/stats/3224,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3224,Тайлер,https://gomafia.pro/stats/3224,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3228,Dre,https://gomafia.pro/stats/3228,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3228,Dre,https://gomafia.pro/stats/3228,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3233,Ирэна,https://gomafia.pro/stats/3233,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3233,Ирэна,https://gomafia.pro/stats/3233,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3237,КОРЖИК,https://gomafia.pro/stats/3237,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3237,КОРЖИК,https://gomafia.pro/stats/3237,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3241,Огонь,https://gomafia.pro/stats/3241,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3241,Огонь,https://gomafia.pro/stats/3241,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3268,Фантазия,https://gomafia.pro/stats/3268,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3268,Фантазия,https://gomafia.pro/stats/3268,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3270,Анчута,https://gomafia.pro/stats/3270,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3270,Анчута,https://gomafia.pro/stats/3270,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3273,White Rabbit,https://gomafia.pro/stats/3273,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3273,White Rabbit,https://gomafia.pro/stats/3273,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3276,Astrologes,https://gomafia.pro/stats/3276,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3276,Astrologes,https://gomafia.pro/stats/3276,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3278,Мора,https://gomafia.pro/stats/3278,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3278,Мора,https://gomafia.pro/stats/3278,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3286,Дуб,https://gomafia.pro/stats/3286,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3286,Дуб,https://gomafia.pro/stats/3286,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3328,Angel,https://gomafia.pro/stats/3328,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3328,Angel,https://gomafia.pro/stats/3328,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3331,Faker,https://gomafia.pro/stats/3331,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3331,Faker,https://gomafia.pro/stats/3331,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3337,Chuma,https://gomafia.pro/stats/3337,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3337,Chuma,https://gomafia.pro/stats/3337,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3338,Манюня,https://gomafia.pro/stats/3338,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3338,Манюня,https://gomafia.pro/stats/3338,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3343,Олень,https://gomafia.pro/stats/3343,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3343,Олень,https://gomafia.pro/stats/3343,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3350,Dagmar,https://gomafia.pro/stats/3350,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3350,Dagmar,https://gomafia.pro/stats/3350,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3355,Hermione,https://gomafia.pro/stats/3355,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3355,Hermione,https://gomafia.pro/stats/3355,2024,10,0,50,0,0,,5 (50%),2 (20%),2 (20%),1 (10%),0.3,0,0,0,0.15
3360,Asti,https://gomafia.pro/stats/3360,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3360,Asti,https://gomafia.pro/stats/3360,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3367,Кантария,https://gomafia.pro/stats/3367,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3367,Кантария,https://gomafia.pro/stats/3367,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3380,makson4ik,https://gomafia.pro/stats/3380,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3380,makson4ik,https://gomafia.pro/stats/3380,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3381,Harry,https://gomafia.pro/stats/3381,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3381,Harry,https://gomafia.pro/stats/3381,2024,20,14,0,100,0,,7 (70%),1 (10%),1 (10%),1 (10%),0.4,0,0,0.06,0
3387,Безликий Джек,https://gomafia.pro/stats/3387,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3387,Безликий Джек,https://gomafia.pro/stats/3387,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3395,Ника Курск,https://gomafia.pro/stats/3395,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3395,Ника Курск,https://gomafia.pro/stats/3395,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3397,В процессе,https://gomafia.pro/stats/3397,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3397,В процессе,https://gomafia.pro/stats/3397,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3414,Adrenaline,https://gomafia.pro/stats/3414,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3414,Adrenaline,https://gomafia.pro/stats/3414,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3421,Пинка,https://gomafia.pro/stats/3421,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3421,Пинка,https://gomafia.pro/stats/3421,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3427,Солнышко челны,https://gomafia.pro/stats/3427,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3427,Солнышко челны,https://gomafia.pro/stats/3427,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3428,Berlin,https://gomafia.pro/stats/3428,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3428,Berlin,https://gomafia.pro/stats/3428,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3439,Edward,https://gomafia.pro/stats/3439,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3439,Edward,https://gomafia.pro/stats/3439,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3442,СолнышкоНЧ,https://gomafia.pro/stats/3442,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3442,СолнышкоНЧ,https://gomafia.pro/stats/3442,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3451,Eazy,https://gomafia.pro/stats/3451,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3451,Eazy,https://gomafia.pro/stats/3451,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3468,IRAR19,https://gomafia.pro/stats/3468,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3468,IRAR19,https://gomafia.pro/stats/3468,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3485,шляпа,https://gomafia.pro/stats/3485,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3485,шляпа,https://gomafia.pro/stats/3485,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3495,Claymore,https://gomafia.pro/stats/3495,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3495,Claymore,https://gomafia.pro/stats/3495,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3508,Valdes,https://gomafia.pro/stats/3508,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3508,Valdes,https://gomafia.pro/stats/3508,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3509,Энжии,https://gomafia.pro/stats/3509,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3509,Энжии,https://gomafia.pro/stats/3509,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3520,Andy.,https://gomafia.pro/stats/3520,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3520,Andy.,https://gomafia.pro/stats/3520,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3522,Digyr,https://gomafia.pro/stats/3522,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3522,Digyr,https://gomafia.pro/stats/3522,2024,40,40,100,33,0,,5 (50%),1 (10%),3 (30%),1 (10%),0.8,0.1,0,0.1,0
3524,Лея,https://gomafia.pro/stats/3524,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3524,Лея,https://gomafia.pro/stats/3524,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3526,Буйная,https://gomafia.pro/stats/3526,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3526,Буйная,https://gomafia.pro/stats/3526,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3538,Ангел А,https://gomafia.pro/stats/3538,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3538,Ангел А,https://gomafia.pro/stats/3538,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3541,Лунатик,https://gomafia.pro/stats/3541,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3541,Лунатик,https://gomafia.pro/stats/3541,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3545,Core,https://gomafia.pro/stats/3545,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3545,Core,https://gomafia.pro/stats/3545,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3549,Puaro,https://gomafia.pro/stats/3549,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3549,Puaro,https://gomafia.pro/stats/3549,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3557,Infinity,https://gomafia.pro/stats/3557,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3557,Infinity,https://gomafia.pro/stats/3557,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3558,Сталин_26,https://gomafia.pro/stats/3558,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3558,Сталин_26,https://gomafia.pro/stats/3558,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3568,Самара,https://gomafia.pro/stats/3568,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3568,Самара,https://gomafia.pro/stats/3568,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3580,Коба,https://gomafia.pro/stats/3580,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3580,Коба,https://gomafia.pro/stats/3580,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3581,Kumiko,https://gomafia.pro/stats/3581,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3581,Kumiko,https://gomafia.pro/stats/3581,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3583,Veronya,https://gomafia.pro/stats/3583,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3583,Veronya,https://gomafia.pro/stats/3583,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3584,Muza,https://gomafia.pro/stats/3584,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3584,Muza,https://gomafia.pro/stats/3584,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3594,Antihype,https://gomafia.pro/stats/3594,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3594,Antihype,https://gomafia.pro/stats/3594,2024,36,33,0,50,100,,6 (55%),2 (18%),2 (18%),1 (9%),1.27,0.25,0.2,0.1,0.05
3605,Рамирес,https://gomafia.pro/stats/3605,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3605,Рамирес,https://gomafia.pro/stats/3605,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3619,EKSPONAT,https://gomafia.pro/stats/3619,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3619,EKSPONAT,https://gomafia.pro/stats/3619,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3623,Молчаливый,https://gomafia.pro/stats/3623,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3623,Молчаливый,https://gomafia.pro/stats/3623,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3628,Teremok,https://gomafia.pro/stats/3628,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3628,Teremok,https://gomafia.pro/stats/3628,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3634,Папироса,https://gomafia.pro/stats/3634,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3634,Папироса,https://gomafia.pro/stats/3634,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3640,NeroRosso,https://gomafia.pro/stats/3640,2023,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3640,NeroRosso,https://gomafia.pro/stats/3640,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
